Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S24726,1.9,73.9,56.1,Yes,Associate,No
S24727,11.2,95.3,55.3,Yes,High School,No
S24728,8.3,93.6,76.6,No,High School,Yes
S24729,5.6,79.6,71.3,Yes,Bachelor,Yes
S24730,11.4,51,47.1,Yes,Master,No
S24731,16.5,76.4,72.6,Yes,Master,Yes
S24732,17.4,85.9,67.8,Yes,Associate,No
S24733,1.2,82.5,56.3,No,Master,No
S24734,7.7,93.5,48,No,Bachelor,No
S24735,8,53.7,91.2,Yes,Associate,No
S24736,9.8,81,58.2,Yes,High School,No
S24737,14.6,96.4,69.8,No,Associate,No
S24738,0.6,89.5,58.2,Yes,Master,No
S24739,4.9,74.9,74.5,Yes,High School,Yes
S24740,9.5,45,59.9,Yes,Master,No
S24741,1.9,94,67.8,No,Master,No
S24742,4.7,64.3,66.4,No,Doctorate,No
S24743,9.4,68.1,71.6,Yes,Associate,Yes
S24744,3.8,80.7,50.3,Yes,Bachelor,No
S24745,9.7,65.2,40.6,No,Associate,No
S24746,9.3,72.9,100,Yes,Bachelor,Yes
S24747,6,69.2,76,Yes,Master,Yes
S24748,9.7,56.3,49.1,Yes,Doctorate,No
S24749,0.5,37.7,82,Yes,Master,No
S24750,12.2,74.9,65.8,Yes,Associate,No
S24751,8,86.7,60.4,Yes,Master,No
S24752,14.3,100,69,No,High School,No
S24753,8.4,74.2,80.7,Yes,High School,Yes
S24754,4.4,84.7,97.3,Yes,Associate,Yes
S24755,3.3,69.9,65.6,Yes,Associate,No
S24756,13.1,73.9,79.3,Yes,Master,Yes
S24757,2,73.3,75.1,No,Master,Yes
S24758,15.1,61.1,99.1,No,Master,No
S24759,0.4,26.3,60.3,No,High School,No
S24760,12.2,68.1,34.7,No,Associate,No
S24761,11.8,100,23.6,Yes,Master,No
S24762,13.5,91,71.6,No,Master,Yes
S24763,11.8,43.6,59.2,Yes,Bachelor,No
S24764,5.2,88.5,76.1,No,Bachelor,Yes
S24765,8.9,79.2,56.3,No,Associate,No
S24766,18.3,67.5,89.8,Yes,Doctorate,Yes
S24767,11.6,58.7,57.2,No,Master,No
S24768,15.8,63.8,57.3,Yes,Doctorate,No
S24769,5,100,73,No,Doctorate,Yes
S24770,2.9,87.8,57.7,Yes,Bachelor,No
S24771,3.7,60.8,59,No,High School,No
S24772,12,64.2,83.2,No,Doctorate,No
S24773,9.7,72.1,71.2,No,Bachelor,Yes
S24774,6.1,76.9,77.4,Yes,Master,Yes
S24775,10.6,35,63.2,Yes,Doctorate,No
S24776,9.7,91,53.3,Yes,Doctorate,No
S24777,12.3,63.8,57.2,Yes,Master,No
S24778,18.1,93.1,69.1,Yes,Associate,No
S24779,12,100,85.6,No,Master,Yes
S24780,20.2,45.9,51.5,No,High School,No
S24781,12.3,77,71.4,Yes,Doctorate,Yes
S24782,6.2,66.6,80.6,No,Doctorate,Yes
S24783,21.4,82.9,71.8,Yes,Master,Yes
S24784,4.7,67.8,56.9,No,Master,No
S24785,21.6,58.6,62.2,No,Doctorate,No
S24786,6.3,100,44.4,No,Bachelor,No
S24787,7.2,69.3,52.7,Yes,Associate,No
S24788,14.7,58.2,74.6,No,High School,No
S24789,14.6,47,45.8,No,Doctorate,No
S24790,7.9,71.1,61.2,No,High School,No
S24791,11.1,82.9,72.2,No,Bachelor,Yes
S24792,12.2,100,61.5,No,Associate,No
S24793,9.8,87.7,68.9,Yes,Bachelor,No
S24794,13.8,80.9,68,Yes,Bachelor,No
S24795,18.1,80,61.3,Yes,Associate,No
S24796,17.7,87.2,69.8,Yes,Bachelor,No
S24797,6.6,100,69.7,Yes,Doctorate,No
S24798,21.8,60.2,70.1,No,Bachelor,No
S24799,5.5,62.3,43,No,Master,No
S24800,2,95.3,88.4,No,Bachelor,Yes
S24801,23.4,67.5,66.7,No,High School,No
S24802,13.1,59.4,53.1,Yes,High School,No
S24803,13.9,49.8,65.8,Yes,High School,No
S24804,13.9,83.5,70.8,No,Doctorate,Yes
S24805,6.5,49.4,75,No,Doctorate,No
S24806,9.3,88.3,68.4,Yes,Doctorate,No
S24807,10.6,100,61.1,No,High School,No
S24808,19.7,82.5,86.5,No,High School,Yes
S24809,4.2,87.5,52.2,Yes,High School,No
S24810,6.4,86.9,45.8,No,Doctorate,No
S24811,8.2,65.2,60.9,No,Associate,No
S24812,6.6,82.4,59.7,Yes,Master,No
S24813,0.9,24.7,57.2,Yes,Bachelor,No
S24814,15.5,54,75.5,Yes,High School,No
S24815,14.2,85,53.6,Yes,High School,No
S24816,7.1,45.4,80.3,No,Master,No
S24817,18.1,100,53.6,Yes,Bachelor,No
S24818,17.8,96,87.3,No,Associate,Yes
S24819,14.7,64.8,85.9,No,Doctorate,No
S24820,11,33.4,47.8,No,Associate,No
S24821,12.6,91.6,61.6,Yes,Doctorate,No
S24822,11.9,60,66.4,No,High School,No
S24823,9.2,90.8,71,No,Bachelor,Yes
S24824,8,87,44.1,No,Associate,No
S24825,15.6,66.2,45.7,No,Bachelor,No
S24826,17.4,78.7,79.2,Yes,Master,Yes
S24827,7.3,84.4,67.1,No,Bachelor,No
S24828,5.6,61.8,67,Yes,Master,No
S24829,7,100,100,No,High School,Yes
S24830,6.8,64.3,51.5,Yes,Associate,No
S24831,8.8,59.8,54.7,No,Associate,No
S24832,11.6,100,57.7,No,Doctorate,No
S24833,12.7,99.3,51,No,Master,No
S24834,10.2,78.1,42.9,Yes,Bachelor,No
S24835,6.8,77.6,72.3,Yes,High School,Yes
S24836,5.4,64.9,56.5,No,Master,No
S24837,11.1,71,76.7,No,Bachelor,Yes
S24838,16.4,100,73.6,No,Master,Yes
S24839,8.7,55.2,68.8,No,High School,No
S24840,7.2,82.7,49.5,Yes,Doctorate,No
S24841,6.7,87.8,62.2,No,Doctorate,No
S24842,2.8,90.3,71.2,Yes,Associate,Yes
S24843,8.8,73.5,45.2,Yes,Bachelor,No
S24844,11.2,58,73,Yes,Associate,No
S24845,4.6,58.8,67.5,Yes,Associate,No
S24846,5.3,100,67.1,No,High School,No
S24847,5.2,70.2,68.9,Yes,Doctorate,No
S24848,9,39.6,79.6,No,Associate,No
S24849,9.3,86.5,57.1,Yes,Doctorate,No
S24850,6.5,29.3,69.5,Yes,Associate,No
S24851,11.9,92.4,100,Yes,Doctorate,Yes
S24852,6.8,66.7,77.2,No,Bachelor,Yes
S24853,5.4,40.7,40.8,No,Master,No
S24854,17.8,68.9,52.1,No,Master,No
S24855,8.3,69.3,55.9,No,High School,No
S24856,7.2,93.6,74.1,No,High School,Yes
S24857,10.3,49.9,51.7,Yes,High School,No
S24858,16.3,47.8,58.1,Yes,High School,No
S24859,14,61.1,62.7,Yes,Bachelor,No
S24860,10.3,95.6,74.8,Yes,Associate,Yes
S24861,16.3,91.2,59.8,Yes,Doctorate,No
S24862,0.6,73.6,69,No,Bachelor,No
S24863,11.2,64.8,71.2,No,High School,No
S24864,11.5,71.9,72.2,No,High School,Yes
S24865,11.6,82.2,25.8,Yes,Bachelor,No
S24866,1.9,77,69.1,No,Master,No
S24867,4.9,46.8,38.6,Yes,Associate,No
S24868,9.2,45.4,64.7,Yes,High School,No
S24869,19.6,89.5,74.7,Yes,Bachelor,Yes
S24870,6.7,53.8,36.2,Yes,Doctorate,No
S24871,3.5,83.1,48.3,Yes,Master,No
S24872,14.1,39.2,58.5,Yes,Master,No
S24873,23.1,76.4,59.2,No,Master,No
S24874,15.5,59.4,68.9,Yes,Doctorate,No
S24875,6.3,33.2,47.2,Yes,High School,No
S24876,24.3,64.1,68.4,No,Doctorate,No
S24877,13.4,49.7,63,No,Associate,No
S24878,6,69.5,86.2,No,Doctorate,Yes
S24879,19.7,83.3,48.8,No,Master,No
S24880,5.7,84.1,78.1,Yes,Associate,Yes
S24881,6.9,35.5,61.5,Yes,High School,No
S24882,13.6,86.5,55.2,Yes,Master,No
S24883,9.9,83.3,87.8,No,Doctorate,Yes
S24884,10.2,49.6,70.9,Yes,High School,No
S24885,15.6,66.8,61.7,No,Master,No
S24886,11.4,86.9,74,Yes,High School,Yes
S24887,8.5,94.5,76.1,No,Master,Yes
S24888,6.2,55.2,53.7,No,Bachelor,No
S24889,6.2,64.3,54.8,Yes,Master,No
S24890,16.5,100,85.9,No,Bachelor,Yes
S24891,9,61.2,65,Yes,Master,No
S24892,2.9,79.8,88.2,Yes,Doctorate,Yes
S24893,14.1,63.5,82.3,No,Doctorate,No
S24894,16.5,76.9,74.7,Yes,Doctorate,Yes
S24895,15.2,63.6,45.8,No,Master,No
S24896,5.2,78.8,61,Yes,Doctorate,No
S24897,5.7,67.4,50.3,Yes,Doctorate,No
S24898,18.3,52.6,49,No,Master,No
S24899,4,96.1,69.9,No,Bachelor,No
S24900,12.4,100,73.9,Yes,Master,Yes
S24901,1.1,85,31.9,No,Master,No
S24902,8.5,45,58.1,Yes,Associate,No
S24903,12.9,70.4,49.1,No,Bachelor,No
S24904,9.9,79.9,65.2,No,Master,No
S24905,12.6,41.3,54,No,Master,No
S24906,3.9,64.3,69.4,Yes,Associate,No
S24907,5.9,46.9,82.7,Yes,Bachelor,No
S24908,12.4,54.4,66,Yes,Associate,No
S24909,13.5,81.8,76.8,No,Bachelor,Yes
S24910,11.1,74,84.6,No,Associate,Yes
S24911,14.7,53.1,67.2,Yes,Doctorate,No
S24912,19.1,92.7,63.3,No,Associate,No
S24913,16.4,33.5,92.2,Yes,Doctorate,No
S24914,13.2,60.2,37.8,No,Doctorate,No
S24915,9.2,100,71.4,Yes,Master,Yes
S24916,15.2,51.7,68.6,Yes,High School,No
S24917,2.4,64.6,63.3,Yes,Master,No
S24918,15,100,65.1,No,High School,No
S24919,18,68,95,No,High School,Yes
S24920,8.6,84,61.2,No,Doctorate,No
S24921,4.5,74.2,48.7,No,Doctorate,No
S24922,6.6,78.9,81.4,No,Doctorate,Yes
S24923,8.3,68.6,57.6,No,Doctorate,No
S24924,16.6,74.1,72.1,Yes,Master,Yes
S24925,10.4,62.5,54.6,Yes,Doctorate,No
S24926,3.9,86.8,61.3,Yes,Bachelor,No
S24927,23.8,56.8,78.9,No,High School,No
S24928,8.5,66.3,24.6,Yes,Master,No
S24929,5,75.8,70.5,No,Associate,Yes
S24930,7.6,98.6,80.5,No,High School,Yes
S24931,10.6,55.9,61.6,No,Doctorate,No
S24932,7.7,52.5,41.4,No,High School,No
S24933,19.6,47.1,61.9,No,Doctorate,No
S24934,14,88.4,58.9,Yes,Master,No
S24935,14.7,36.5,69.4,Yes,High School,No
S24936,10.1,46.5,24.3,Yes,Doctorate,No
S24937,7,89.1,83.8,No,Bachelor,Yes
S24938,0.5,83,75.5,Yes,High School,Yes
S24939,16.1,69.6,47.5,No,High School,No
S24940,7.8,96.1,77.7,Yes,Doctorate,Yes
S24941,8.9,83.8,63.3,No,Master,No
S24942,18.1,59.9,35.6,No,High School,No
S24943,4.8,100,33.3,No,Master,No
S24944,6.9,78.4,45.6,Yes,Bachelor,No
S24945,6.4,100,56.5,No,High School,No
S24946,11.6,67.8,89.4,Yes,Doctorate,Yes
S24947,10.3,100,64.3,Yes,Bachelor,No
S24948,17.4,91.6,70.8,No,Bachelor,Yes
S24949,25.7,54.6,81.8,No,High School,No
S24950,11.7,67.4,57.7,No,Bachelor,No
S24951,9.3,82.2,54.2,No,Doctorate,No
S24952,20.2,59.4,71.2,Yes,Doctorate,No
S24953,11.2,72.9,65.1,Yes,Doctorate,No
S24954,11.1,100,51.7,No,High School,No
S24955,10.5,84.2,53,Yes,Doctorate,No
S24956,12.4,80.4,87.4,Yes,Master,Yes
S24957,7,91.9,88.8,Yes,Master,Yes
S24958,8.7,50.3,62.8,Yes,Bachelor,No
S24959,12.8,80.7,70.4,Yes,Doctorate,Yes
S24960,12.8,55.3,51,Yes,High School,No
S24961,16.2,63.4,68.9,No,Doctorate,No
S24962,19.3,80.4,70.5,No,Master,Yes
S24963,7.4,94,65.1,No,Master,No
S24964,10.7,47.5,43.7,No,Doctorate,No
S24965,4.5,95,46,Yes,Doctorate,No
S24966,12.8,75.9,64.2,No,Master,No
S24967,13.9,53.6,50.2,No,Master,No
S24968,4.6,100,47,No,Doctorate,No
S24969,7.6,84.2,51.5,No,Doctorate,No
S24970,2.5,61.4,100,No,Bachelor,No
S24971,9.8,78.9,71.2,No,Associate,Yes
S24972,4.3,62.5,66,No,Bachelor,No
S24973,10.8,99.3,68.9,Yes,Master,No
S24974,11.3,99.8,34.1,No,Master,No
S24975,17.7,90.8,71.2,Yes,Associate,Yes
S24976,6,88,74.2,No,Bachelor,Yes
S24977,15.6,74.8,30.3,No,Bachelor,No
S24978,12.8,79.7,93.8,Yes,Master,Yes
S24979,19.6,85.9,39.5,No,High School,No
S24980,9.5,63.8,82.1,Yes,Bachelor,No
S24981,2.6,90.3,77.9,No,High School,Yes
S24982,11.7,82.6,68,Yes,Doctorate,No
S24983,9.6,97.5,28.9,Yes,Bachelor,No
S24984,12.7,41.3,69,No,Master,No
S24985,13.3,82.1,90.4,Yes,Master,Yes
S24986,7.3,79.2,66.3,No,Associate,No
S24987,5,46.7,60.1,No,Associate,No
S24988,9.3,69.7,62.1,Yes,Doctorate,No
S24989,10.4,76,23.4,No,Doctorate,No
S24990,14.3,74.7,50.6,No,Doctorate,No
S24991,10,100,92,Yes,Master,Yes
S24992,17.9,81.6,56.5,No,Master,No
S24993,1.7,64.4,69.1,Yes,Bachelor,No
S24994,10.8,74.4,81.7,Yes,Doctorate,Yes
S24995,12,68.6,74.6,No,Associate,Yes
S24996,4.6,62.7,82.6,No,Associate,No
S24997,8.3,86.9,74.3,Yes,High School,Yes
S24998,17,85,62,Yes,Associate,No
S24999,9.6,49.3,64,Yes,Doctorate,No
S25000,7,100,68.8,No,Doctorate,No
S25001,13.6,92.4,68.8,No,High School,No
S25002,0,36.8,57,No,Bachelor,No
S25003,15.7,59.8,71.2,No,Master,No
S25004,9.9,50.3,76.8,Yes,Doctorate,No
S25005,16.5,83.7,91.7,Yes,Doctorate,Yes
S25006,8.5,100,58.3,No,Master,No
S25007,7.2,55.8,47.3,Yes,Master,No
S25008,14.9,100,100,Yes,High School,Yes
S25009,13.3,56.7,51.8,Yes,High School,No
S25010,10.5,94.4,55.7,Yes,Associate,No
S25011,10.5,71.6,39.9,Yes,High School,No
S25012,6.9,56.2,79.3,Yes,High School,No
S25013,9.7,100,67.9,Yes,Associate,No
S25014,4.9,66.4,52.6,Yes,Bachelor,No
S25015,7.7,96.1,75.5,Yes,Master,Yes
S25016,6.3,94.7,70.4,No,Bachelor,Yes
S25017,12.2,60.2,52,Yes,Bachelor,No
S25018,11.9,77.3,55.8,Yes,Doctorate,No
S25019,8.9,82.4,79.2,No,Doctorate,Yes
S25020,14.8,100,67.1,No,High School,No
S25021,11,91.3,66.6,Yes,Bachelor,No
S25022,4,56,75,Yes,Master,No
S25023,8.9,84.7,77.4,No,Bachelor,Yes
S25024,8,84.8,74.8,No,High School,Yes
S25025,4.7,60.8,36.7,Yes,Master,No
S25026,12.5,83.5,77,Yes,Doctorate,Yes
S25027,12.9,75,71,Yes,Associate,Yes
S25028,13.6,44.4,65.5,Yes,Master,No
S25029,5,11.1,79.9,No,Doctorate,No
S25030,11.5,77.2,37.4,No,High School,No
S25031,10.6,54.5,58.2,No,Associate,No
S25032,9.9,63,47.8,No,Master,No
S25033,15.5,100,74.3,No,Master,Yes
S25034,5.7,37.9,55,No,High School,No
S25035,15.4,100,13.5,Yes,Bachelor,No
S25036,5.9,79,71.6,No,High School,Yes
S25037,6.2,88.7,76.9,Yes,Associate,Yes
S25038,13.7,71.6,51.5,No,High School,No
S25039,2.9,85.3,49.7,No,Bachelor,No
S25040,7.6,85.4,39.3,Yes,Bachelor,No
S25041,12.1,50.7,81,No,Bachelor,No
S25042,3.9,62.4,52.5,Yes,Doctorate,No
S25043,15.9,90.5,77.3,No,Bachelor,Yes
S25044,3.9,73.6,63.5,Yes,Associate,No
S25045,4.1,53.2,50.8,No,High School,No
S25046,19.8,84.1,53.6,No,Associate,No
S25047,5.9,64.7,59.7,No,Bachelor,No
S25048,7.8,78.6,85.2,No,Doctorate,Yes
S25049,2.9,90.4,59.2,No,High School,No
S25050,12.5,100,52.7,Yes,High School,No
S25051,12.6,68.5,96.1,No,High School,Yes
S25052,10.9,66.5,52.1,Yes,Doctorate,No
S25053,2.4,59.2,70.3,No,Bachelor,No
S25054,3.7,99.3,78.2,Yes,Doctorate,Yes
S25055,13.9,91.6,74,No,Bachelor,Yes
S25056,7.7,60.5,42.1,No,Bachelor,No
S25057,5.6,70.2,44.2,Yes,Bachelor,No
S25058,16,90.9,61.4,Yes,Associate,No
S25059,16.2,65.1,57.8,Yes,Associate,No
S25060,8.5,85.1,69.9,No,Associate,No
S25061,8.1,100,70.2,Yes,Associate,Yes
S25062,11.2,66.9,78,No,Master,Yes
S25063,3,99.6,44.6,No,Master,No
S25064,17.8,100,62.1,No,Doctorate,No
S25065,13.7,52.1,71.9,Yes,Bachelor,No
S25066,5.6,100,35.2,No,Doctorate,No
S25067,12,100,66.1,No,Associate,No
S25068,11.7,64.2,46.3,No,Bachelor,No
S25069,8.7,67.5,27.4,No,High School,No
S25070,3.5,43.5,51.3,No,Master,No
S25071,8.5,100,54.2,Yes,High School,No
S25072,9.7,69.5,53.1,No,High School,No
S25073,16.9,80.8,93.9,No,Doctorate,Yes
S25074,3.8,92,60.5,Yes,High School,No
S25075,16.5,71.6,45.2,Yes,Doctorate,No
S25076,6,77.7,41.1,Yes,Doctorate,No
S25077,15.4,62.6,72.1,No,Associate,No
S25078,3.8,69.9,53.1,Yes,Doctorate,No
S25079,11.8,50.6,38,No,High School,No
S25080,12.1,62.9,86.1,Yes,Doctorate,No
S25081,1.9,75.2,60.7,No,Bachelor,No
S25082,7.7,67.2,49.5,No,Master,No
S25083,3.3,75.3,50.9,No,Doctorate,No
S25084,10.6,25.5,90.4,No,Master,No
S25085,9.6,68.7,59.6,No,Doctorate,No
S25086,11.5,100,68.5,No,High School,No
S25087,12.2,94.5,100,Yes,Doctorate,Yes
S25088,1.6,87.2,92.7,No,Doctorate,Yes
S25089,3.6,100,67.3,Yes,Bachelor,No
S25090,13.8,46.3,91.5,No,Bachelor,No
S25091,17.6,95.9,72,Yes,Associate,Yes
S25092,5.2,81,94.3,Yes,Bachelor,Yes
S25093,11.3,64.3,65.4,Yes,Master,No
S25094,14,77.2,75.9,No,Doctorate,Yes
S25095,10.5,70.6,57.1,Yes,Bachelor,No
S25096,5.9,46.2,65.4,Yes,High School,No
S25097,10.3,75.9,69.7,No,High School,No
S25098,8.4,73.7,64.3,No,High School,No
S25099,8.3,58.3,80.7,Yes,Associate,No
S25100,11.6,48.6,99.8,No,Doctorate,No
S25101,5.4,72.5,86.3,No,Associate,Yes
S25102,4,82.3,59.8,Yes,Doctorate,No
S25103,12.5,96,72.6,Yes,Doctorate,Yes
S25104,7.3,59.6,53.1,No,Bachelor,No
S25105,8.3,59.3,83.2,Yes,High School,No
S25106,14.8,65.6,77,No,High School,Yes
S25107,12.6,68.3,70,No,Bachelor,Yes
S25108,13.5,99.4,27.1,No,High School,No
S25109,11.9,42.1,64.7,No,Master,No
S25110,11.1,100,71.4,Yes,Master,Yes
S25111,7,63,51.4,No,High School,No
S25112,12.5,66,68.1,No,Bachelor,No
S25113,13.1,77.8,56.9,Yes,High School,No
S25114,9.8,100,83.6,No,Doctorate,Yes
S25115,8.9,58.9,53.6,No,Doctorate,No
S25116,5.5,63.2,56.5,Yes,Doctorate,No
S25117,8.7,75.6,31,No,Master,No
S25118,19.1,69.1,67.3,No,Master,No
S25119,5.9,57,88.4,Yes,Bachelor,No
S25120,0,34.6,51.7,No,High School,No
S25121,7.3,59.8,41.7,No,Master,No
S25122,5.8,100,66,Yes,High School,No
S25123,5.9,79.3,89,Yes,High School,Yes
S25124,3.4,95.2,73.9,No,Bachelor,Yes
S25125,6.7,71.6,65,Yes,High School,No
S25126,8.7,98.1,46.8,Yes,Doctorate,No
S25127,4.7,60,62.2,Yes,High School,No
S25128,9.4,89.8,87.9,Yes,Doctorate,Yes
S25129,2.7,55.6,81.8,No,Associate,No
S25130,14.3,60,69.5,Yes,Associate,No
S25131,9.9,61.9,54.2,Yes,Associate,No
S25132,6.5,92.4,82.7,No,Associate,Yes
S25133,8.3,99.5,63.1,Yes,Associate,No
S25134,13.2,67.8,62.4,Yes,Associate,No
S25135,4.5,68,84.5,No,Bachelor,Yes
S25136,11.9,64.4,76.8,No,High School,No
S25137,15.8,92.3,40.1,Yes,Associate,No
S25138,9.7,77,81.7,Yes,High School,Yes
S25139,7.3,100,83.5,Yes,Bachelor,Yes
S25140,12.5,52.2,52.5,Yes,Master,No
S25141,16.2,41,38.6,Yes,Bachelor,No
S25142,7.9,68.2,71.4,No,Associate,Yes
S25143,7.4,68.5,46.2,Yes,High School,No
S25144,0.3,58,59,Yes,Doctorate,No
S25145,4,50.6,71,Yes,Doctorate,No
S25146,12.5,81.1,54.3,Yes,Master,No
S25147,6.1,64.5,68.9,No,Master,No
S25148,7.5,64.4,78.8,Yes,High School,No
S25149,8.7,54.2,83.1,No,Master,No
S25150,8.1,78.4,59.5,No,High School,No
S25151,13.4,76,25.1,Yes,High School,No
S25152,3.5,82.6,57.5,No,Bachelor,No
S25153,4.3,64.2,75.4,No,Associate,No
S25154,8.5,56.8,80.3,No,Associate,No
S25155,2.5,57.3,88.3,Yes,High School,No
S25156,13.2,50.5,71.8,No,Bachelor,No
S25157,13.3,51.6,71.4,No,Master,No
S25158,17.9,64.1,83.9,No,Master,No
S25159,10.5,58.2,40.8,No,High School,No
S25160,11.2,91,44.6,Yes,Bachelor,No
S25161,8.7,75.6,66.7,No,Master,No
S25162,9,100,48.9,Yes,Bachelor,No
S25163,20.4,100,66.3,No,Bachelor,No
S25164,11.7,34.9,86.5,Yes,Master,No
S25165,4.3,83,51.3,No,Associate,No
S25166,13.3,87.6,72.4,Yes,High School,Yes
S25167,15.6,82,77.4,No,Bachelor,Yes
S25168,9.4,51.4,52.7,Yes,Master,No
S25169,9.2,87.5,76.8,Yes,Master,Yes
S25170,9.6,71.1,80.8,No,Bachelor,Yes
S25171,10.5,81.2,65.2,Yes,Master,No
S25172,16.3,63.3,73.5,No,High School,No
S25173,15.4,100,52.9,Yes,High School,No
S25174,20.1,67.4,62.1,Yes,Bachelor,No
S25175,9.9,87.4,56.5,No,High School,No
S25176,1.4,64.1,77.8,Yes,Doctorate,No
S25177,8.4,53.2,59.4,No,High School,No
S25178,14.5,69.2,49.7,No,Doctorate,No
S25179,13.9,76.1,66.7,Yes,Bachelor,No
S25180,6.2,54.9,76.3,Yes,Associate,No
S25181,11.1,81.6,51.6,No,Doctorate,No
S25182,2.4,66.2,69.9,Yes,Bachelor,No
S25183,9.2,82.3,76.4,Yes,Bachelor,Yes
S25184,11.4,74.7,38.9,Yes,Associate,No
S25185,10.1,42.2,80.1,Yes,Bachelor,No
S25186,14.3,19.3,56.9,Yes,High School,No
S25187,2.5,86.3,61.1,Yes,Associate,No
S25188,13.4,83.7,59.5,No,Master,No
S25189,1.5,70.5,61.1,No,High School,No
S25190,14.1,70,67.8,Yes,High School,No
S25191,13.7,86.7,87.8,No,Associate,Yes
S25192,7.7,72.3,66.6,No,Associate,No
S25193,12.5,82.5,72.1,No,Doctorate,Yes
S25194,7.9,55.7,77.2,Yes,Master,No
S25195,10.2,71.3,100,No,Bachelor,Yes
S25196,11.1,67.1,77.1,Yes,Doctorate,Yes
S25197,4.3,73,72.3,Yes,Master,Yes
S25198,11.3,57.4,68.4,Yes,Doctorate,No
S25199,18.7,42.5,72.7,Yes,High School,No
S25200,5.8,70.6,47.3,No,High School,No
S25201,7.8,93.1,78.8,No,Master,Yes
S25202,13.7,69.3,73.6,No,Master,Yes
S25203,11.8,79.9,40.4,No,Doctorate,No
S25204,9.7,52.4,79.1,No,Associate,No
S25205,4.9,71.8,65.2,Yes,Bachelor,No
S25206,13.4,55.4,83.2,No,Bachelor,No
S25207,11.5,72.2,43.9,No,Bachelor,No
S25208,2.4,77.6,82.5,No,Associate,Yes
S25209,8.4,66.9,75.2,No,High School,Yes
S25210,5.8,53.9,60.3,Yes,Master,No
S25211,17,85.1,62.5,No,Bachelor,No
S25212,15.1,74.2,66.8,Yes,Master,No
S25213,6.5,65.4,61.4,Yes,High School,No
S25214,14,54.2,74.6,No,Bachelor,No
S25215,16.1,100,81.7,No,Bachelor,Yes
S25216,13.1,14.7,73.9,Yes,Associate,No
S25217,11.5,59.8,68.6,Yes,Master,No
S25218,15.5,65.4,60.1,No,Master,No
S25219,13.8,93.4,20.8,Yes,High School,No
S25220,3.9,68.7,75.8,No,High School,Yes
S25221,9.1,78.6,54.2,No,Bachelor,No
S25222,7.2,66.2,57.2,Yes,Doctorate,No
S25223,7.1,82.9,69.3,Yes,High School,No
S25224,6.2,62,81.1,Yes,Master,No
S25225,15.1,89.1,54.6,No,High School,No
S25226,11.3,70.1,41.6,No,Bachelor,No
S25227,5.7,100,47.2,No,Doctorate,No
S25228,7.4,80.9,58,Yes,High School,No
S25229,15.6,70.3,51.7,Yes,Associate,No
S25230,3.6,62.3,66,No,Master,No
S25231,4,100,74,Yes,Doctorate,Yes
S25232,13.1,69.2,61.8,No,High School,No
S25233,0.8,84,86,No,High School,Yes
S25234,10.2,85.1,52.9,Yes,Doctorate,No
S25235,4.6,83.9,100,Yes,Bachelor,Yes
S25236,12.7,76.9,83.2,No,Master,Yes
S25237,7,84.1,61.1,Yes,Bachelor,No
S25238,13.5,82.6,76.8,Yes,Bachelor,Yes
S25239,6.1,51.9,58.9,Yes,Master,No
S25240,9.9,100,74.9,Yes,Master,Yes
S25241,3.9,77,73.2,Yes,High School,Yes
S25242,12,85.9,87.4,Yes,High School,Yes
S25243,13.2,65,68.9,No,High School,No
S25244,0.4,48.9,62.9,No,High School,No
S25245,7.7,72.6,65.8,Yes,High School,No
S25246,8.9,84.6,56.5,Yes,High School,No
S25247,17.3,68.1,50.9,No,Master,No
S25248,7.1,61.6,73.4,No,Bachelor,No
S25249,5,56.4,66.1,No,Bachelor,No
S25250,6.7,94.6,68.1,Yes,Master,No
S25251,14.8,84.9,92.2,No,Associate,Yes
S25252,2.2,51.8,45.5,Yes,Associate,No
S25253,12.2,100,69.5,Yes,High School,No
S25254,4.5,84.4,61.2,Yes,High School,No
S25255,17.5,87.3,57.5,Yes,Master,No
S25256,7.6,60,71.6,Yes,Bachelor,No
S25257,12.6,79,62.7,No,Bachelor,No
S25258,5,53.3,77.8,Yes,Associate,No
S25259,12.9,62.5,53.9,No,Doctorate,No
S25260,7,62.9,69.5,Yes,Bachelor,No
S25261,9.6,82.5,76.4,Yes,Master,Yes
S25262,4.6,58.5,54.6,No,Bachelor,No
S25263,9,87,56.8,No,Bachelor,No
S25264,11.7,52.6,69.6,No,Master,No
S25265,15.5,100,87.8,No,Doctorate,Yes
S25266,14.1,64.3,59.5,Yes,Bachelor,No
S25267,0.7,61.8,77.3,Yes,Associate,No
S25268,14.2,76.3,89.1,No,High School,Yes
S25269,13.1,81.8,69.8,No,Doctorate,No
S25270,2.9,79.3,75.5,Yes,Bachelor,Yes
S25271,19.1,62.3,46.3,No,Doctorate,No
S25272,11.2,92.4,68,Yes,Master,No
S25273,18,47.6,32.2,Yes,Associate,No
S25274,10.6,59.5,39.2,No,Doctorate,No
S25275,9.6,69.8,83.1,Yes,Doctorate,Yes
S25276,2.9,100,71.1,No,Associate,Yes
S25277,11.8,82,50.9,No,Bachelor,No
S25278,10.7,100,80.2,No,High School,Yes
S25279,4.7,69,66.4,No,Bachelor,No
S25280,15.2,92.8,61,No,Bachelor,No
S25281,20.3,89.7,47.1,Yes,Master,No
